id,timestamp,duration,context,current_text
qqG96G8YdcE_4792400,4792.4,4.239,he should have had him out a long time ago but Putin's probably asking for billions and billions of dollars because this guy it every time we had two cases we paid $6 billion for five people I got,billions and billions of dollars because
qqG96G8YdcE_4794199,4794.199,5.721,ago but Putin's probably asking for billions and billions of dollars because this guy it every time we had two cases we paid $6 billion for five people I got 58 people out and I paid essentially,this guy it every time we had two cases
qqG96G8YdcE_4796639,4796.639,6.04,billions and billions of dollars because this guy it every time we had two cases we paid $6 billion for five people I got 58 people out and I paid essentially nothing thank you president Trump Dana,we paid $6 billion for five people I got
qqG96G8YdcE_4799920,4799.92,5.239,this guy it every time we had two cases we paid $6 billion for five people I got 58 people out and I paid essentially nothing thank you president Trump Dana let's turn to concerns that voters have,58 people out and I paid essentially
qqG96G8YdcE_4802679,4802.679,4.56,we paid $6 billion for five people I got 58 people out and I paid essentially nothing thank you president Trump Dana let's turn to concerns that voters have about each of you President Biden you,nothing thank you president Trump Dana
qqG96G8YdcE_4805159,4805.159,4.801,58 people out and I paid essentially nothing thank you president Trump Dana let's turn to concerns that voters have about each of you President Biden you would be 86 at the end of your second,let's turn to concerns that voters have
qqG96G8YdcE_4807239,4807.239,5.761,nothing thank you president Trump Dana let's turn to concerns that voters have about each of you President Biden you would be 86 at the end of your second term how do you address concerns about,about each of you President Biden you
qqG96G8YdcE_4809960,4809.96,6.44,let's turn to concerns that voters have about each of you President Biden you would be 86 at the end of your second term how do you address concerns about your capability to handle the toughest,would be 86 at the end of your second
qqG96G8YdcE_4813000,4813.0,5.52,about each of you President Biden you would be 86 at the end of your second term how do you address concerns about your capability to handle the toughest job in the world well into your,term how do you address concerns about
qqG96G8YdcE_4816400,4816.4,4.6,would be 86 at the end of your second term how do you address concerns about your capability to handle the toughest job in the world well into your 80s well first of all I spent half my,your capability to handle the toughest
qqG96G8YdcE_4818520,4818.52,5.92,term how do you address concerns about your capability to handle the toughest job in the world well into your 80s well first of all I spent half my care being being criticized being the,job in the world well into your
qqG96G8YdcE_4821000,4821.0,6.08,your capability to handle the toughest job in the world well into your 80s well first of all I spent half my care being being criticized being the youngest person in politics I was the,80s well first of all I spent half my
qqG96G8YdcE_4824440,4824.44,5.08,job in the world well into your 80s well first of all I spent half my care being being criticized being the youngest person in politics I was the second youngest person ever elected the,care being being criticized being the
qqG96G8YdcE_4827080,4827.08,4.48,80s well first of all I spent half my care being being criticized being the youngest person in politics I was the second youngest person ever elected the United States Senate and now I'm the,youngest person in politics I was the
qqG96G8YdcE_4829520,4829.52,3.88,care being being criticized being the youngest person in politics I was the second youngest person ever elected the United States Senate and now I'm the oldest this guy's three years younger,second youngest person ever elected the
qqG96G8YdcE_4831560,4831.56,3.84,youngest person in politics I was the second youngest person ever elected the United States Senate and now I'm the oldest this guy's three years younger and a lot less competent I think that,United States Senate and now I'm the
qqG96G8YdcE_4833400,4833.4,4.239,second youngest person ever elected the United States Senate and now I'm the oldest this guy's three years younger and a lot less competent I think that just look at the record look at what,oldest this guy's three years younger
qqG96G8YdcE_4835400,4835.4,3.64,United States Senate and now I'm the oldest this guy's three years younger and a lot less competent I think that just look at the record look at what I've done look how I've turned around,and a lot less competent I think that
